PHATE1,PHATE2,PHATE3,PHATE4,PHATE5,ID
0.024904226649741016,-0.022754674551567364,0.013540685934151923,-0.00564856530669166,0.005956599202477903,1
-0.01967864653468417,-0.014227521133565306,-0.015947265864144525,-0.013797874535675488,-0.010163494936786917,2
-0.01967018976211088,0.01614454794400963,0.0203261117696208,0.0022288872334930766,-0.010127593701558666,3
-0.027625853532952778,0.0030496205479812145,0.013817304255161245,0.009515443279928641,-0.014091051890442687,4
-0.02805017065821578,-0.006064870795401506,0.00811394430049572,0.01862679759644484,-4.5676070575497476e-4,5
-0.016782122062327064,0.017264382846847753,0.021876819728007483,-0.0013357795058761158,0.0071821349765020135,6
-0.0245759017601241,0.00799720860731693,0.0219475332487873,0.012525319248842709,0.002926747089297598,7
0.027801146220542854,-0.020364651666575945,0.008920575501360682,0.0016716705990595265,0.007288255705598715,8
-0.026344634250255797,-0.01811246424289233,-0.020174550918577165,-0.005087792219106902,-9.421331965791673e-4,9
0.01977767243284289,-0.022562606791376935,0.016050017746671245,-0.012307574107782233,0.003231372780769951,10
-0.024177991744201908,-0.00557311421201109,0.008295991181037115,0.016865982105497983,-0.007806910755559008,11
-0.01666019596562663,0.022524575275861197,0.019222800527024828,-0.0024875720878559417,-0.008268757698417551,12
0.022291283046439764,-0.02198246056113788,0.013873611137305406,-0.007140706250090313,-0.007126831259027553,13
-0.020403275111664742,-0.015825215347943494,-0.01981051277807317,-0.01583593296712024,-0.001207959277096681,14
-0.029474244096436716,-0.016283391268827174,-0.012080395645477538,0.006346506589784477,0.00796600286337278,15
-0.012323876026752128,0.023000717337808778,0.01441913238925004,-0.005589537844881121,-0.012998143897139559,16
-0.027067321670203977,0.0010736134381157194,0.015989543491264892,0.01593947348831773,-0.004364583892098178,17
0.026908329232669406,0.01034903753065687,-0.015573646628895639,0.012226163738199444,-0.0013935423013601588,18
0.025403932167644597,0.01227991185492313,-0.01624653192480484,0.011305848287610177,-0.0025424041055774438,19
-0.0074405023421099704,0.02738818050911887,0.00925644380458696,-0.009694264828007618,-0.010841132951711668,20
-0.030624985967184343,-0.015764680788199897,-0.010232788253822796,0.008839889009512608,0.005901705424147905,21
-0.026457577637789494,-0.018308615943635462,-0.02048003126802569,-0.0051827797804935285,0.0018838834108730854,22
-0.02614894817070493,-0.006380973584401311,0.00604694923410161,0.014353251327144741,0.01245092678224022,23
-0.01961343604403125,-0.014151273865485299,-0.015769222102627177,-0.013698404911784784,-0.010399740840957052,24
-0.020233435639128845,0.0034137949886001826,0.01590742654417405,0.007864104480339803,0.015680286369443342,25
0.02805738824459207,-0.019353968353496617,0.007606101456718276,0.002877578543509977,0.007964406532605935,26
0.02562901418252517,0.012196129176829463,-0.016219520784554325,0.011475619037306001,-0.001655110391920999,27
0.02069162086673504,-0.021631497560177036,0.013860912407650288,-0.008981687944104201,0.008383463527215385,28
0.0010704714287531288,0.029573615668749182,-9.803698986909169e-4,-0.010617174223220425,0.011394321013584738,29
-0.02154206671997568,0.012567284113683755,0.02044145798412397,0.004809220627538395,-0.010666016653627234,30
0.013102226934914614,-0.01870649407219329,0.014368893731054315,-0.015709150952900618,-0.010096638779270039,31
0.013351075883731103,0.018240390392114784,-0.015433157423228655,0.0017010213398452403,-0.013101801458830983,32
0.0292430878502557,-0.016052135258601424,0.0035146935958251862,0.007746432438460543,-0.005970883201714441,33
-0.008055460928744748,0.028082666350109836,0.011973875001938025,-0.012012735027404776,0.004390558072876573,34
0.02425309926950131,0.017997735911441187,-0.01635196561507596,0.00832378078866587,0.003292510264922988,35
-0.030992333006341417,-0.016006803232773023,-0.010650663094974377,0.009006921414416858,0.004102196239239013,36
0.013472094024356965,-0.018745185089399822,0.014181890415391257,-0.01512655874582342,-0.01061730916827889,37
0.025078811047365736,-0.014015905500303787,0.002625170370548387,0.005253475404895435,-0.01455029838596117,38
0.032376565098072546,-0.0031368479149984215,-0.0076789244232140265,0.012778666291201479,-0.001502297788472123,39
0.01240406375834951,-0.018392069128036523,0.014340286123508612,-0.016345592973995866,-0.010124676674878689,40
-0.006574782000325429,0.028854164282955893,0.009961360073918648,-0.012410011947192018,0.004974170795598741,41
-0.02864529106261037,-0.015914608911803844,-0.013954920165743108,-6.523147609026684e-4,-0.009692384519739479,42
0.020675298495864317,-0.019634516982962126,0.01057029913202391,-0.004560486270285679,0.01315525556612422,43
-0.02023588826062496,0.009282098003655478,0.021023672988653756,0.007329488554373876,0.011103974381383814,44
0.029010189341327184,-0.021683651480514956,0.010340034671519087,9.384657313437556e-4,0.002975940590496012,45
-0.02444829840865175,0.009525970683445146,0.0184431195383391,0.007246307260500452,-0.012121166239579524,46
0.019047801871134955,0.02128994113143484,-0.017881213227230946,0.005267625018186277,-0.0030543763348265156,47
-0.026632825853996147,-0.018275100852943784,-0.02017637012366739,-0.004457513916959395,0.0017327837112263492,48
0.012696348112361857,0.023748671377341875,-0.013175568742284673,-0.002047729650754567,0.01075997370544985,49
0.029374712797928488,0.0015229576132646668,-0.010815400879818339,0.013687761220120416,0.0050112048916125,50
0.023442648569924913,0.0054964581524249425,-0.01296981183860789,0.01175067377989648,-0.011830583823454489,51
0.01566540368364698,-0.02111695684002312,0.01643792647214867,-0.016382886270200563,7.796528652743488e-4,52
0.003065457988864542,0.032164209054462836,-0.0025773596403568934,-0.01003670329030562,0.007322147247043829,53
0.017495378207932854,0.020269518562620104,-0.014935312612214435,0.0031153933333056784,0.009766287213619433,54
0.002741201817460853,0.029486886012458673,-0.004192339235637839,-0.009454502404274697,-0.011047938776304667,55
-0.027841250364024985,-0.017108793632506235,-0.01657380834506228,-0.001313463729939211,-0.0062220724573722,56
-0.02059604527996426,0.01104461441675572,0.0216306590046289,0.007222516061388899,0.009875011933327172,57
-0.004837318667027034,0.030433299834002475,0.006480698195812286,-0.01068019001897336,-0.008155935861580888,58
0.01997788837369922,0.01963933787901376,-0.01752626810466231,0.006336671726600258,-0.004843958767175012,59
3.859319544749226e-4,0.029465103155993606,-1.1379463160707742e-4,-0.01036798907168948,0.012185086862394803,60
0.029674215280343166,-0.0041368172464957284,-0.00707244031271334,0.01287083905758212,0.006651069744249979,61
0.02440939672188829,-0.009181251184394588,-0.002430754125150215,0.008661142203042572,0.014395132935160839,62
0.022494090602734926,0.007956668698523526,-0.013898904029004443,0.010803677281807866,-0.011752957013165557,63
0.018558166116285676,-0.02229579949928269,0.01648497030010607,-0.013614987763530009,-0.001607090874744993,64
-0.027935480117859984,-0.014885642601953152,-0.012497953349109235,-0.002014441668015577,-0.012356752823692722,65
0.01946096992322275,0.019330804264641267,-0.015649856110590943,0.004902290845702633,0.008478636755363518,66
-0.006714950598934859,0.029267890534702638,0.01011289674730244,-0.012485193490135861,0.0038964623945126095,67
0.017636761805702027,0.025115769624889536,-0.016903711421260122,0.0025090004210073366,-1.6628848087505346e-4,68
-0.030179367259865395,-0.00866541765801838,0.0036552788248197556,0.017218095866135527,0.004966374610646714,69
-0.025823904419030007,-0.01823283549512768,-0.020969593917047284,-0.006909147737286264,0.001736797904384642,70
0.008034132744071656,0.029930524784196156,-0.010369050997724937,-0.006852825652411759,-0.007577095831346917,71
-0.020195875403708246,-0.015798833029684357,-0.01982341009484155,-0.015833594068736887,4.095871410804221e-4,72
0.032497414650374,-0.007663470586020511,-0.0045723986895255695,0.011944984165250389,-0.002194164136327405,73
0.012783401496859755,-0.019360765628115353,0.015670822042616727,-0.017988519174052708,-0.006044312032664813,74
0.024522178062045034,0.0020606918792169366,-0.010883199871612237,0.01170163008281762,0.01185140471888846,75
-0.02061493251185117,-0.01570569685884989,-0.019420799985987128,-0.01557320143505511,-0.004312561521213833,76
0.026337575435789365,0.014016013897776257,-0.015301291625144167,0.010261438723967698,0.006388915187346984,77
-0.019706300086808216,0.007335684405530305,0.01869066761252292,0.00653895815778049,0.013739627296288718,78
-0.02279990236023618,-0.005725418773589818,0.008194753615063392,0.01744305928051183,-0.008074734536552185,79
0.0012351612944430563,0.02985358484011962,-0.0012105032939913841,-0.0110688159951784,0.010395609592660893,80
0.02009030145733348,-0.02136497055334365,0.013738473711417752,-0.009247705848058726,0.008986952305719942,81
-0.02430009918883353,0.007626960319644248,0.02191121860232681,0.012686310834233366,0.0037382311525006235,82
-0.02866903093758519,-0.017881769304386307,-0.01699878640874825,0.001383517137508125,0.004194008675055747,83
0.027612869865617565,0.012552144935254025,-0.015263176596945423,0.011131527139326658,0.0035776040444347556,84
-0.03147548129248858,-0.012197573321897958,-0.002464364027235116,0.014483110279218721,0.0048076810879347865,85
0.024748407456472866,-0.008203886978339396,-0.0032907161180538995,0.009197296013502292,-0.014715389778807451,86
0.021637795677330946,0.020332178081877088,-0.01712166160622627,0.006564900952994941,0.0019347527448664791,87
-0.023083077526733577,0.010838665866876795,0.019517183679542343,0.00634642519199928,-0.011601099448986185,88
-0.022512791546263573,0.012003681611512702,0.022087376593812134,0.007531489849913973,-0.0053725728064024855,89
