col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,colour
0.2107551246881485,0.03414129465818405,0.07530741393566132,0.04331433027982712,0.016823993995785713,0.02434370666742325,0.11439839750528336,0.11173869669437408,0.05045973137021065,0.06712095439434052,0.06805083155632019,-0.06456820666790009,0.024865873157978058,-0.018681980669498444,-0.017101706936955452,000000
0.030011676251888275,-0.16787900030612946,-0.2697841227054596,-0.16782395541667938,0.1312461644411087,0.0441049225628376,0.08452995121479034,-0.12246038764715195,0.04444437474012375,-0.02444935031235218,0.060276225209236145,0.048980485647916794,0.03333311155438423,0.0689830332994461,0.06810717284679413,619cff
0.14777864515781403,0.1347491443157196,0.18817642331123352,-0.10462400317192078,0.09288324415683746,0.11537573486566544,-0.21687102317810059,0.0364525206387043,-0.04554027318954468,0.04152945429086685,0.07334240525960922,0.05946555361151695,-0.03257540240883827,0.05765816941857338,0.03689448535442352,000000
-0.5356292128562927,-0.04645274579524994,0.07231995463371277,-0.05179649591445923,0.001059969887137413,0.023633744567632675,0.031225766986608505,-0.0009334373753517866,0.087215855717659,0.14038841426372528,-0.022381553426384926,-0.00048474379582330585,0.021623415872454643,-0.10426241159439087,-0.05077388137578964,ff61b5
-0.046900756657123566,0.42683538794517517,-0.34312963485717773,0.24372810125350952,-0.06317153573036194,-0.10342850536108017,-0.1688704639673233,-0.1766192764043808,0.05647606402635574,0.08828771114349365,-0.08170683681964874,-0.11884374171495438,0.06897633522748947,-0.07563965022563934,-0.028750918805599213,ffa861
0.13036209344863892,0.02673652023077011,0.05737065151333809,-0.02436530403792858,-0.007213483098894358,0.06144566088914871,-0.028739431872963905,-0.13501673936843872,0.01211042981594801,-0.005194453522562981,-0.08482882380485535,0.18664738535881042,-0.03597421199083328,0.041991036385297775,-0.027768505737185478,e30d0d
0.23217429220676422,0.12293806672096252,-0.023354733362793922,0.06736619770526886,-0.09729768335819244,0.03890553116798401,0.12947404384613037,0.02479010634124279,0.015239134430885315,0.005338961258530617,-0.05370524898171425,0.03609488159418106,-0.03757843002676964,0.07973579317331314,0.05950105935335159,e30d0d
0.2320655882358551,0.10046939551830292,0.019028419628739357,0.0716932862997055,-0.048731762915849686,0.10830308496952057,0.08287831395864487,0.11012381315231323,-0.012788567692041397,-0.07808633148670197,-0.03706977143883705,-0.028900502249598503,0.005141055211424828,-0.049825798720121384,-0.065773144364357,7fc22e
0.14653977751731873,0.04480203986167908,-0.16494666039943695,0.10342929512262344,-0.11563202738761902,0.15465474128723145,-0.08058087527751923,-0.0652594268321991,-0.05133792385458946,0.002863751957193017,0.018608463928103447,-0.050296809524297714,-0.03852222487330437,-0.05944721773266792,0.06438244134187698,7fc22e
-0.47641128301620483,0.035296130925416946,-0.0377906896173954,-0.03416576609015465,-0.38839221000671387,0.03298599272966385,-0.16498152911663055,0.030442237854003906,0.0747380256652832,0.024824244901537895,0.06333725899457932,0.08476824313402176,0.1362007111310959,0.17090129852294922,-0.13304711878299713,ff6161
